organization_id,org_domain,facility_name,location,country,industry_sector,employee_count,week_start_date,week_end_date,operating_days_in_week,electricity_consumption_kwh,renewable_energy_kwh,grid_emission_factor_kgco2_per_kwh,electricity_cost_inr,fuel_type,fuel_consumed_liters,fuel_emission_factor_kgco2_per_liter,generator_runtime_hours,vehicle_id,distance_travelled_km,vehicle_fuel_consumed_liters,occupancy_rate_percent,product_output_units,machine_runtime_hours,equipment_power_rating_kw,temperature_celsius,humidity_percent,weather_condition,occupancy_count,working_hours_per_week,supplier_name,purchase_category,spend_amount_inr,category_emission_factor_kgco2_per_inr,scope_1_emissions_tco2e,scope_2_emissions_tco2e,scope_3_emissions_tco2e,total_emissions_tco2e,emission_intensity_tco2e_per_unit,recommendation_id,action_type,expected_reduction_tco2e,implementation_cost_inr,roi_months,priority_level,predicted_emission_next_week_tco2e,record_id,date,month,quarter,week_of_year,year,season,facility_type
ORG001,textiles.example,Visakhapatnam Plant,"Visakhapatnam, Canada",Canada,Finance,4909,2025-03-24,2025-03-30,7,14086.54,3917.7,0.835,125558.37,Petrol,0.0,2.31,0.0,VEH003,112.06,12.76,21.4,29652,5.03,60,29.7,48.3,Sunny,230,63,PackWise,Electronics,2514.31,0.0015,0.0342,8.491,0.0038,8.529,0.000288,,,0.0,0.0,,,8.7581,synthetic_anonymized_weekly_record,2025-03-24,3,1,13,2025,Spring,Plant
ORG001,manufactory.example,Ranchi Plant,"Ranchi, Germany",Germany,Healthcare,2107,2024-03-25,2024-03-31,7,58429.2,24495.24,0.862,463495.53,CNG,164.04,2.75,17.7,,0.0,0.0,37.8,95298,150.34,5,23.1,41.4,Sunny,511,56,ABC Plastics,Logistics,264700.38,0.0012,0.4511,29.2511,0.3176,30.0198,0.000315,REC_1952,Policy,5.7551,6196.94,5.0,Medium,30.8814,synthetic_anonymized_weekly_record,2024-03-25,3,1,13,2024,Spring,Plant
ORG001,media-group.example,Mumbai Plant,"Mumbai, China",China,Retail,4913,2023-12-11,2023-12-17,7,115071.69,12326.81,0.787,1271855.2,Petrol,0.0,2.31,0.0,VEH004,942.48,88.37,100.0,218141,15.62,25,18.9,41.5,Sunny,1856,63,GreenSteel Co,Packaging,159173.88,0.0006,0.2368,80.8602,0.0955,81.1925,0.000372,,,0.0,0.0,,,85.2075,synthetic_anonymized_weekly_record,2023-12-11,12,4,50,2023,Winter,Plant
ORG001,media-group.example,Ahmedabad Plant,"Ahmedabad, USA",USA,Transport,1603,2024-09-16,2024-09-22,7,98036.8,13451.65,0.789,962429.85,Natural Gas,0.0,2.06,0.0,VEH008,2189.87,180.37,100.0,274393,2.08,45,35.0,28.1,Cloudy,8117,63,PackWise,Services,720902.06,0.0004,0.4834,66.7377,0.2884,67.5095,0.000246,,,0.0,0.0,,,71.0088,synthetic_anonymized_weekly_record,2024-09-16,9,3,38,2024,Autumn,Plant
ORG001,green-energy.example,Ahmedabad Plant,"Ahmedabad, Japan",Japan,Hospitality,4303,2024-01-29,2024-02-04,7,70043.11,4044.78,0.79,524245.97,Petrol,0.0,2.31,0.0,VEH009,440.7,44.22,81.9,27342,5.98,45,27.5,72.9,Rainy,794,63,PackWise,Raw material,604365.13,0.0008,0.1185,52.1387,0.4835,52.7407,0.001929,,,0.0,0.0,,,56.8188,synthetic_anonymized_weekly_record,2024-01-29,1,1,5,2024,Winter,Plant
ORG001,green-energy.example,Tirupati Office,"Tirupati, UAE",UAE,Finance,655,2024-02-26,2024-03-03,6,16710.87,2535.6,0.832,123445.51,Diesel,0.0,2.68,0.0,,0.0,0.0,49.2,6420,26.16,45,22.3,45.5,Sunny,72,54,GreenSteel Co,Services,79075.32,0.0004,0.0,11.7938,0.0316,11.8254,0.001842,,,0.0,0.0,,,11.3401,synthetic_anonymized_weekly_record,2024-02-26,2,1,9,2024,Winter,Office
ORG001,healthcare-co.example,Tirupati Office,"Tirupati, Germany",Germany,Energy,860,2025-02-03,2025-02-09,5,42456.88,13898.86,0.904,439401.11,Petrol,743.93,2.31,32.41,,0.0,0.0,100.0,18425,66.37,15,42.4,72.5,Sunny,291,45,LogiTrans,Raw material,1480817.56,0.0008,1.7185,25.8165,1.1847,28.7197,0.001559,,,0.0,0.0,,,28.6471,synthetic_anonymized_weekly_record,2025-02-03,2,1,6,2025,Winter,Office
ORG001,tech-innovate.example,Dhanbad Office,"Dhanbad, India",India,Biotech,171,2025-01-27,2025-02-02,5,15134.57,655.64,0.814,146735.95,CNG,0.0,2.75,0.0,VEH006,1919.32,160.74,100.0,5385,102.19,45,23.4,46.3,Cloudy,122,45,PackWise,Logistics,398545.99,0.0012,0.4308,11.7858,0.4783,12.6949,0.002357,,,0.0,0.0,,,14.3982,synthetic_anonymized_weekly_record,2025-01-27,1,1,5,2025,Winter,Office
ORG001,retail-hub.example,Surat Factory,"Surat, USA",USA,Transport,1550,2025-01-13,2025-01-19,7,215672.71,39879.97,0.796,2054855.41,Diesel,289.01,2.68,34.62,,0.0,0.0,100.0,600124,151.35,60,31.2,26.0,Sunny,17730,70,LogiTrans,Services,808764.28,0.0004,0.7745,139.931,0.3235,141.029,0.000235,,,0.0,0.0,,,143.6315,synthetic_anonymized_weekly_record,2025-01-13,1,1,3,2025,Winter,Plant
ORG001,consulting.example,Jabalpur Office,"Jabalpur, Australia",Australia,Chemical,707,2024-12-02,2024-12-08,5,19619.52,5301.97,0.861,193687.86,Diesel,165.8,2.68,27.66,,0.0,0.0,100.0,10180,85.6,15,23.8,26.7,Humid,116,40,GreenSteel Co,Electronics,164995.54,0.0015,0.4443,12.3274,0.2475,13.0192,0.001279,,,0.0,0.0,,,12.481,synthetic_anonymized_weekly_record,2024-12-02,12,4,49,2024,Winter,Office
ORG001,construction.example,Rajkot Facility,"Rajkot, France",France,Construction,209,2025-06-30,2025-07-06,6,44532.07,2482.71,0.883,406940.17,Diesel,652.94,2.68,12.68,VEH013,1776.26,162.07,100.0,41484,44.88,5,33.2,55.2,Humid,1488,48,LogiTrans,Electronics,500496.3,0.0015,2.1842,37.1296,0.7507,40.0645,0.000966,REC_8205,Supplier change,11.4308,45030.72,26.0,High,40.6422,synthetic_anonymized_weekly_record,2025-06-30,6,2,27,2025,Summer,Facility
ORG001,edu-institute.example,Nagpur Facility,"Nagpur, South Africa",South Africa,Retail,378,2025-06-16,2025-06-22,5,22064.97,2152.43,0.813,220839.85,Diesel,0.0,2.68,0.0,,0.0,0.0,100.0,8280,84.68,15,32.2,51.3,Rainy,288,40,GreenSteel Co,Logistics,338695.04,0.0012,0.0,16.1889,0.4064,16.5953,0.002004,,,0.0,0.0,,,15.9755,synthetic_anonymized_weekly_record,2025-06-16,6,2,25,2025,Summer,Facility
ORG001,healthcare-co.example,Cuttack Warehouse,"Cuttack, Spain",Spain,Chemical,588,2024-09-16,2024-09-22,6,22712.08,4870.45,0.85,244555.14,Diesel,0.0,2.68,0.0,VEH017,3222.12,320.02,100.0,14922,69.3,45,38.8,44.9,Cloudy,180,60,ABC Plastics,Services,404366.53,0.0004,0.8577,15.1654,0.1617,16.1848,0.001085,,,0.0,0.0,,,16.9426,synthetic_anonymized_weekly_record,2024-09-16,9,3,38,2024,Autumn,Warehouse
ORG001,hotel-chain.example,Udaipur Center,"Udaipur, Singapore",Singapore,Agriculture,311,2024-02-26,2024-03-03,7,53739.96,11994.08,0.846,540546.57,Petrol,0.0,2.31,0.0,,0.0,0.0,100.0,69734,101.96,100,27.2,54.6,Sunny,630,84,LogiTrans,Services,145224.55,0.0004,0.0,35.317,0.0581,35.3751,0.000507,,,0.0,0.0,,,34.6745,synthetic_anonymized_weekly_record,2024-02-26,2,1,9,2024,Winter,Center
ORG001,chemworks.example,Shimla Center,"Shimla, UAE",UAE,Finance,601,2025-04-21,2025-04-27,5,10275.26,911.87,0.813,99564.86,CNG,0.0,2.75,0.0,VEH010,1196.91,131.96,53.2,20325,93.62,45,33.0,53.1,Humid,129,45,LogiTrans,Logistics,233333.98,0.0012,0.3537,7.6124,0.28,8.2461,0.000406,,,0.0,0.0,,,7.9874,synthetic_anonymized_weekly_record,2025-04-21,4,2,17,2025,Spring,Center
ORG001,construction.example,Jammu Facility,"Jammu, China",China,Media,301,2023-11-27,2023-12-03,6,19750.57,9125.55,0.771,205200.2,Petrol,0.0,2.31,0.0,,0.0,0.0,100.0,39246,68.03,25,25.3,71.3,Sunny,266,48,ABC Plastics,Electronics,459106.5,0.0015,0.0,8.1919,0.6887,8.8806,0.000226,,,0.0,0.0,,,8.7962,synthetic_anonymized_weekly_record,2023-11-27,11,4,48,2023,Autumn,Facility
ORG001,chemworks.example,Jabalpur Office,"Jabalpur, Singapore",Singapore,Agriculture,620,2025-07-21,2025-07-27,5,9591.85,508.8,0.793,84794.34,CNG,262.39,2.75,2.97,,0.0,0.0,100.0,5520,7.94,25,34.7,73.8,Sunny,76,50,GreenSteel Co,Services,93750.53,0.0004,0.7216,7.2029,0.0375,7.962,0.001442,,,0.0,0.0,,,7.6232,synthetic_anonymized_weekly_record,2025-07-21,7,3,30,2025,Summer,Office
ORG001,chemworks.example,Varanasi Facility,"Varanasi, Australia",Australia,Pharma,771,2025-10-20,2025-10-26,5,25614.77,3779.01,0.705,274370.28,Diesel,316.75,2.68,11.35,,0.0,0.0,100.0,11395,75.29,75,31.6,47.4,Rainy,124,45,GreenSteel Co,Raw material,577717.17,0.0008,0.8489,15.3942,0.4622,16.7053,0.001466,,,0.0,0.0,,,17.6583,synthetic_anonymized_weekly_record,2025-10-20,10,4,43,2025,Autumn,Facility
ORG001,textiles.example,Ahmedabad Plant,"Ahmedabad, China",China,Media,4315,2025-02-03,2025-02-09,7,70354.6,15841.42,0.883,621124.64,Natural Gas,0.0,2.06,0.0,,0.0,0.0,87.0,92946,161.78,60,30.0,74.4,Sunny,2439,70,PackWise,Services,165054.97,0.0004,0.0,48.1351,0.066,48.2011,0.000519,,,0.0,0.0,,,53.3152,synthetic_anonymized_weekly_record,2025-02-03,2,1,6,2025,Winter,Plant
ORG001,agri-farm.example,Mangalore Facility,"Mangalore, Germany",Germany,Biotech,402,2024-08-19,2024-08-25,6,25026.89,5482.2,0.833,178419.51,Diesel,393.32,2.68,0.9,,0.0,0.0,82.6,17166,96.83,100,33.0,34.1,Sunny,217,48,LogiTrans,Services,523950.22,0.0004,1.0541,16.2807,0.2096,17.5444,0.001022,,,0.0,0.0,,,17.0119,synthetic_anonymized_weekly_record,2024-08-19,8,3,34,2024,Summer,Facility
ORG001,pharma-labs.example,Amritsar Office,"Amritsar, India",India,Construction,184,2025-09-01,2025-09-07,6,10723.24,1391.4,0.844,114116.56,Petrol,151.61,2.31,5.22,,0.0,0.0,68.9,6198,96.28,60,33.8,61.5,Sunny,55,54,PackWise,Electronics,22687.1,0.0015,0.3502,7.8761,0.034,8.2603,0.001333,,,0.0,0.0,,,9.1563,synthetic_anonymized_weekly_record,2025-09-01,9,3,36,2025,Autumn,Office
ORG001,edu-institute.example,Shillong Facility,"Shillong, France",France,Tech,288,2024-10-07,2024-10-13,6,25917.72,2450.25,0.816,244430.24,Petrol,186.57,2.31,3.86,,0.0,0.0,60.1,11688,47.22,15,26.7,81.3,Sunny,390,54,PackWise,Services,170497.81,0.0004,0.431,19.1495,0.0682,19.6487,0.001681,,,0.0,0.0,,,21.9676,synthetic_anonymized_weekly_record,2024-10-07,10,4,41,2024,Autumn,Facility
ORG001,trans-logistics.example,Jammu Facility,"Jammu, Japan",Japan,Consulting,658,2024-09-23,2024-09-29,6,28627.04,7419.28,0.806,299075.09,Diesel,93.53,2.68,12.54,,0.0,0.0,89.4,19884,40.44,75,30.9,40.4,Sunny,168,48,ABC Plastics,Services,840899.03,0.0004,0.2507,17.0935,0.3364,17.6806,0.000889,,,0.0,0.0,,,18.8547,synthetic_anonymized_weekly_record,2024-09-23,9,3,39,2024,Autumn,Facility
ORG001,media-group.example,Raipur Plant,"Raipur, South Korea",South Korea,Healthcare,4365,2024-06-03,2024-06-09,7,133426.94,2799.77,0.846,1307960.23,Diesel,700.23,2.68,7.99,,0.0,0.0,100.0,175028,155.72,100,24.9,44.3,Humid,5154,56,ABC Plastics,Raw material,848778.93,0.0008,1.8766,110.5106,0.679,113.0662,0.000646,,,0.0,0.0,,,118.3435,synthetic_anonymized_weekly_record,2024-06-03,6,2,23,2024,Summer,Plant
ORG001,food-proc.example,Indore Center,"Indore, Singapore",Singapore,Chemical,292,2024-12-23,2024-12-29,5,38377.7,785.63,0.8,359639.74,Natural Gas,0.0,2.06,0.0,,0.0,0.0,100.0,57580,85.8,45,33.9,52.0,Sunny,882,45,GreenSteel Co,Electronics,255876.29,0.0015,0.0,30.0737,0.3838,30.4575,0.000529,,,0.0,0.0,,,33.8646,synthetic_anonymized_weekly_record,2024-12-23,12,4,52,2024,Winter,Center
ORG001,retail-hub.example,Shimla Center,"Shimla, UK",UK,Transport,638,2024-06-24,2024-06-30,7,37941.79,2033.44,0.823,358997.19,Petrol,0.0,2.31,0.0,VEH004,4519.03,491.81,100.0,239848,72.84,100,32.4,25.7,Cloudy,1757,70,LogiTrans,Logistics,610693.94,0.0012,1.3181,29.5526,0.7328,31.6035,0.000132,,,0.0,0.0,,,31.202,synthetic_anonymized_weekly_record,2024-06-24,6,2,26,2024,Summer,Center
ORG001,chemworks.example,Tirupati Office,"Tirupati, USA",USA,Construction,183,2024-02-12,2024-02-18,5,6346.74,1299.84,0.809,56750.12,LPG,0.0,1.51,0.0,VEH013,902.07,111.73,70.1,7300,2.8,100,30.8,52.9,Sunny,56,40,GreenSteel Co,Electronics,96991.35,0.0015,0.2994,4.0829,0.1455,4.5278,0.00062,,,0.0,0.0,,,5.0582,synthetic_anonymized_weekly_record,2024-02-12,2,1,7,2024,Winter,Office
ORG001,agri-farm.example,Tirupati Office,"Tirupati, France",France,Hospitality,124,2025-07-14,2025-07-20,6,21167.95,526.25,0.655,165226.64,Natural Gas,134.06,2.06,17.5,,0.0,0.0,100.0,9426,136.38,75,28.9,27.7,Sunny,61,60,ElectroParts,Raw material,389863.24,0.0008,0.2762,13.5203,0.3119,14.1084,0.001497,REC_8429,Retrofit,2.2425,78131.53,18.0,High,14.0851,synthetic_anonymized_weekly_record,2025-07-14,7,3,29,2025,Summer,Office
ORG001,hotel-chain.example,Aurangabad Plant,"Aurangabad, Brazil",Brazil,Retail,4417,2025-11-03,2025-11-09,7,197393.51,72911.76,0.826,1780174.28,Natural Gas,0.0,2.06,0.0,,0.0,0.0,100.0,251153,13.44,15,36.1,63.3,Sunny,1912,63,LogiTrans,Logistics,188409.12,0.0012,0.0,102.8219,0.2261,103.048,0.00041,,,0.0,0.0,,,111.7521,synthetic_anonymized_weekly_record,2025-11-03,11,4,45,2025,Autumn,Plant
ORG001,consulting.example,Shimla Center,"Shimla, France",France,Manufacturing,163,2024-06-24,2024-06-30,6,49693.05,7498.64,0.749,411632.04,Natural Gas,0.0,2.06,0.0,,0.0,0.0,100.0,48894,94.42,15,38.5,38.9,Cloudy,830,60,LogiTrans,Services,539536.48,0.0004,0.0,31.6036,0.2158,31.8194,0.000651,REC_3205,Optimize HVAC,9.5668,78547.49,9.0,High,34.2733,synthetic_anonymized_weekly_record,2024-06-24,6,2,26,2024,Summer,Center
ORG001,fin-services.example,Bhopal Unit,"Bhopal, Brazil",Brazil,Textiles,627,2025-09-22,2025-09-28,7,23280.45,4735.69,0.756,232141.35,Diesel,0.0,2.68,0.0,,0.0,0.0,90.7,9352,149.25,15,38.7,28.5,Humid,167,63,GreenSteel Co,Raw material,354577.85,0.0008,0.0,14.0198,0.2837,14.3035,0.001529,,,0.0,0.0,,,16.3485,synthetic_anonymized_weekly_record,2025-09-22,9,3,39,2025,Autumn,Unit
ORG001,healthcare-co.example,Thiruvananthapuram Center,"Thiruvananthapuram, UK",UK,Agriculture,929,2023-12-11,2023-12-17,6,41027.6,3979.18,0.7,412447.96,Petrol,496.03,2.31,27.97,,0.0,0.0,100.0,53220,118.47,100,20.0,65.9,Sunny,341,54,ABC Plastics,Logistics,445416.95,0.0012,1.1458,25.9339,0.5345,27.6142,0.000519,REC_0486,Policy,2.5842,82836.34,5.0,Medium,27.2822,synthetic_anonymized_weekly_record,2023-12-11,12,4,50,2023,Winter,Center
ORG001,manufactory.example,Chandigarh Office,"Chandigarh, South Africa",South Africa,Energy,390,2025-09-15,2025-09-21,6,27780.48,7682.26,0.932,332375.7,CNG,0.0,2.75,0.0,VEH013,292.87,32.37,100.0,6984,122.64,5,23.1,38.9,Sunny,144,48,LogiTrans,Logistics,57663.19,0.0012,0.0868,18.7315,0.0692,18.8875,0.002704,,,0.0,0.0,,,18.5488,synthetic_anonymized_weekly_record,2025-09-15,9,3,38,2025,Autumn,Office
ORG001,edu-institute.example,Thiruvananthapuram Center,"Thiruvananthapuram, South Korea",South Korea,Finance,426,2025-06-09,2025-06-15,7,27808.18,5165.51,0.759,272664.86,Natural Gas,292.55,2.06,33.06,VEH003,345.47,34.9,67.9,57862,66.95,75,15.8,51.6,Humid,2425,56,LogiTrans,Services,57041.75,0.0004,0.6962,17.1858,0.0228,17.9048,0.000309,REC_7924,Policy,1.1553,116668.66,15.0,High,17.7727,synthetic_anonymized_weekly_record,2025-06-09,6,2,24,2025,Summer,Center
ORG001,consulting.example,Rajkot Facility,"Rajkot, Italy",Italy,Food Processing,639,2025-03-31,2025-04-06,5,27521.62,5982.76,0.846,236794.27,Diesel,0.0,2.68,0.0,,0.0,0.0,100.0,30285,34.95,25,17.1,81.7,Sunny,273,40,ElectroParts,Logistics,947715.01,0.0012,0.0,18.2219,1.1373,19.3592,0.000639,,,0.0,0.0,,,20.2597,synthetic_anonymized_weekly_record,2025-03-31,3,1,14,2025,Spring,Facility
ORG001,hotel-chain.example,Lucknow Lab,"Lucknow, Italy",Italy,Chemical,779,2024-10-28,2024-11-03,7,72694.86,10774.41,0.896,749741.83,CNG,387.65,2.75,15.45,,0.0,0.0,100.0,87857,127.89,100,33.2,78.6,Sunny,576,63,LogiTrans,Packaging,366706.2,0.0006,1.066,55.4807,0.22,56.7667,0.000646,REC_4913,Supplier change,19.7688,49916.88,18.0,Medium,58.6019,synthetic_anonymized_weekly_record,2024-10-28,10,4,44,2024,Autumn,Lab
ORG001,chemworks.example,Aurangabad Plant,"Aurangabad, Canada",Canada,Tech,689,2024-10-21,2024-10-27,6,64583.36,20301.26,0.809,632209.91,Natural Gas,0.0,2.06,0.0,,0.0,0.0,100.0,122628,45.86,45,15.5,35.5,Sunny,2610,60,PackWise,Services,579793.82,0.0004,0.0,35.8242,0.2319,36.0561,0.000294,,,0.0,0.0,,,40.2494,synthetic_anonymized_weekly_record,2024-10-21,10,4,43,2024,Autumn,Plant
ORG001,edu-institute.example,Bhubaneswar Office,"Bhubaneswar, Australia",Australia,Food Processing,284,2025-05-05,2025-05-11,5,28509.53,6997.01,0.866,246747.59,LPG,0.0,1.51,0.0,,0.0,0.0,100.0,14405,30.39,75,22.9,77.4,Cloudy,112,40,ABC Plastics,Services,156854.35,0.0004,0.0,18.6298,0.0627,18.6925,0.001298,,,0.0,0.0,,,18.7752,synthetic_anonymized_weekly_record,2025-05-05,5,2,19,2025,Spring,Office
ORG001,trans-logistics.example,Pune HQ,"Pune, India",India,Transport,395,2024-01-29,2024-02-04,6,27752.1,4722.26,0.852,218097.15,Natural Gas,0.0,2.06,0.0,,0.0,0.0,100.0,17742,3.3,45,37.8,30.2,Sunny,122,48,LogiTrans,Packaging,135320.37,0.0006,0.0,19.6214,0.0812,19.7026,0.001111,,,0.0,0.0,,,22.6258,synthetic_anonymized_weekly_record,2024-01-29,1,1,5,2024,Winter,HQ
ORG001,auto-mobility.example,Dehradun Office,"Dehradun, South Africa",South Africa,Energy,873,2025-06-30,2025-07-06,5,46532.85,5780.48,0.897,348361.93,Petrol,1552.75,2.31,62.12,VEH016,1242.03,120.73,100.0,25695,0.25,75,30.0,76.0,Rainy,681,40,ElectroParts,Services,8599.32,0.0004,3.9105,36.5549,0.0034,40.4688,0.001575,REC_8169,Supplier change,4.4582,54216.68,1.0,Medium,44.6563,synthetic_anonymized_weekly_record,2025-06-30,6,2,27,2025,Summer,Office
ORG001,biotech.example,Surat Factory,"Surat, Brazil",Brazil,Healthcare,1359,2025-10-27,2025-11-02,6,64677.2,2800.79,0.792,527207.52,Natural Gas,319.28,2.06,44.56,VEH010,1199.85,147.2,75.1,131262,93.76,60,20.7,68.3,Cloudy,2755,48,GreenSteel Co,Services,70458.7,0.0004,1.0522,49.0061,0.0282,50.0865,0.000382,,,0.0,0.0,,,54.6599,synthetic_anonymized_weekly_record,2025-10-27,10,4,44,2025,Autumn,Plant
ORG001,auto-mobility.example,Rajkot Facility,"Rajkot, Singapore",Singapore,Chemical,142,2025-06-16,2025-06-22,5,44652.74,17309.0,0.764,424231.93,LPG,0.0,1.51,0.0,,0.0,0.0,100.0,17555,32.88,60,23.9,51.6,Humid,171,45,PackWise,Services,162256.99,0.0004,0.0,20.8906,0.0649,20.9555,0.001194,,,0.0,0.0,,,20.0372,synthetic_anonymized_weekly_record,2025-06-16,6,2,25,2025,Summer,Facility
ORG001,media-group.example,Jabalpur Office,"Jabalpur, Netherlands",Netherlands,Chemical,103,2025-06-09,2025-06-15,5,36795.09,2063.77,0.808,369089.42,Natural Gas,0.0,2.06,0.0,VEH020,2257.16,211.71,100.0,23455,51.75,75,32.5,39.5,Sunny,218,50,ABC Plastics,Logistics,477645.82,0.0012,0.5674,28.0629,0.5732,29.2035,0.001245,,,0.0,0.0,,,30.4044,synthetic_anonymized_weekly_record,2025-06-09,6,2,24,2025,Summer,Office
ORG001,consulting.example,Delhi Office,"Delhi, Mexico",Mexico,Construction,211,2024-11-04,2024-11-10,6,20287.38,3662.2,0.797,177212.18,Natural Gas,0.0,2.06,0.0,,0.0,0.0,100.0,11988,20.24,15,32.9,78.1,Sunny,157,48,ABC Plastics,Packaging,583039.13,0.0006,0.0,13.2503,0.3498,13.6001,0.001134,REC_4930,Supplier change,1.4446,21237.3,10.0,High,15.47,synthetic_anonymized_weekly_record,2024-11-04,11,4,45,2024,Autumn,Office
ORG001,retail-hub.example,Bengaluru Lab,"Bengaluru, South Africa",South Africa,Media,594,2024-07-01,2024-07-07,7,44026.21,7471.37,0.781,473838.85,Diesel,4.55,2.68,29.52,VEH017,792.82,101.02,90.4,57435,135.98,75,25.7,48.4,Sunny,903,70,LogiTrans,Raw material,253252.41,0.0008,0.2829,28.5493,0.2026,29.0348,0.000506,,,0.0,0.0,,,28.9809,synthetic_anonymized_weekly_record,2024-07-01,7,3,27,2024,Summer,Lab
ORG001,green-energy.example,Gangtok Lab,"Gangtok, UK",UK,Hospitality,973,2025-02-10,2025-02-16,7,61233.89,6421.54,0.918,475089.04,CNG,122.85,2.75,11.21,,0.0,0.0,91.5,41384,51.64,45,32.6,44.3,Sunny,285,56,GreenSteel Co,Packaging,379727.62,0.0006,0.3378,50.3177,0.2278,50.8833,0.00123,,,0.0,0.0,,,55.0122,synthetic_anonymized_weekly_record,2025-02-10,2,1,7,2025,Winter,Lab
ORG001,media-group.example,Nagpur Facility,"Nagpur, Netherlands",Netherlands,Telecom,496,2025-10-20,2025-10-26,5,17718.25,1643.42,0.727,165915.34,CNG,0.0,2.75,0.0,VEH009,558.17,58.68,91.6,9320,20.24,75,26.3,42.3,Sunny,255,45,PackWise,Raw material,179314.6,0.0008,0.1573,11.6864,0.1435,11.9872,0.001286,,,0.0,0.0,,,13.0697,synthetic_anonymized_weekly_record,2025-10-20,10,4,43,2025,Autumn,Facility
ORG001,media-group.example,Shimla Center,"Shimla, UK",UK,Automotive,948,2025-07-07,2025-07-13,6,119808.23,11443.13,0.752,1202359.25,Natural Gas,89.0,2.06,29.09,,0.0,0.0,100.0,90144,77.79,60,37.1,46.4,Sunny,1881,54,GreenSteel Co,Electronics,175565.15,0.0015,0.1833,81.4906,0.2633,81.9372,0.000909,,,0.0,0.0,,,78.026,synthetic_anonymized_weekly_record,2025-07-07,7,3,28,2025,Summer,Center
ORG001,edu-institute.example,Ajmer Plant,"Ajmer, Canada",Canada,Food Processing,3909,2024-12-02,2024-12-08,6,124699.5,42661.02,0.761,1037115.5,Diesel,1146.31,2.68,22.16,VEH009,2448.91,277.34,100.0,315852,138.11,5,31.8,40.9,Windy,1941,60,GreenSteel Co,Raw material,1413934.87,0.0008,3.8154,62.4313,1.1311,67.3778,0.000213,,,0.0,0.0,,,64.0632,synthetic_anonymized_weekly_record,2024-12-02,12,4,49,2024,Winter,Plant
ORG001,consulting.example,Jammu Facility,"Jammu, Japan",Japan,Chemical,287,2025-01-20,2025-01-26,5,66115.72,7670.73,0.867,596423.03,Petrol,255.33,2.31,12.51,,0.0,0.0,100.0,49625,85.69,45,31.3,41.9,Sunny,500,40,LogiTrans,Raw material,1525341.01,0.0008,0.5898,50.6718,1.2203,52.4819,0.001058,,,0.0,0.0,,,58.9097,synthetic_anonymized_weekly_record,2025-01-20,1,1,4,2025,Winter,Facility
ORG001,fin-services.example,Dhanbad Office,"Dhanbad, Australia",Australia,Media,782,2023-12-25,2023-12-31,6,8604.84,2453.85,0.76,79975.5,Diesel,93.13,2.68,38.01,,0.0,0.0,64.9,1668,141.14,15,34.8,32.4,Humid,71,48,LogiTrans,Raw material,139142.23,0.0008,0.2496,4.6748,0.1113,5.0357,0.003019,,,0.0,0.0,,,5.3852,synthetic_anonymized_weekly_record,2023-12-25,12,4,52,2023,Winter,Office
ORG001,retail-hub.example,Mysore Lab,"Mysore, Netherlands",Netherlands,Food Processing,935,2025-08-04,2025-08-10,5,47740.12,9671.07,0.867,463577.22,LPG,0.0,1.51,0.0,VEH010,523.73,37.86,100.0,40935,96.46,15,28.8,51.4,Sunny,282,40,ElectroParts,Raw material,1008990.42,0.0008,0.1015,33.0059,0.8072,33.9146,0.000828,REC_8690,Retrofit,3.8962,3831.97,1.0,High,34.8104,synthetic_anonymized_weekly_record,2025-08-04,8,3,32,2025,Summer,Lab
ORG001,auto-mobility.example,Mangalore Facility,"Mangalore, UAE",UAE,Food Processing,101,2025-06-09,2025-06-15,7,40353.35,2126.38,0.881,310317.06,Diesel,50.02,2.68,62.88,,0.0,0.0,100.0,37443,71.62,45,25.8,29.4,Rainy,771,56,ElectroParts,Services,372305.03,0.0004,0.1341,33.678,0.1489,33.961,0.000907,REC_7888,Retrofit,6.305,61998.83,24.0,Medium,34.1152,synthetic_anonymized_weekly_record,2025-06-09,6,2,24,2025,Summer,Facility
ORG001,chemworks.example,Vadodara Plant,"Vadodara, Germany",Germany,Transport,1124,2025-04-28,2025-05-04,7,88316.42,20773.06,0.798,877187.14,Diesel,746.01,2.68,13.39,,0.0,0.0,100.0,270263,16.35,5,34.9,57.1,Cloudy,3447,56,PackWise,Services,194615.71,0.0004,1.9993,53.8996,0.0778,55.9767,0.000207,,,0.0,0.0,,,62.069,synthetic_anonymized_weekly_record,2025-04-28,4,2,18,2025,Spring,Plant
ORG001,agri-farm.example,Agra Office,"Agra, France",France,Food Processing,493,2023-12-18,2023-12-24,6,29643.14,3449.92,0.867,300825.15,Diesel,110.58,2.68,5.14,,0.0,0.0,100.0,10884,124.52,25,30.4,30.1,Humid,116,48,ABC Plastics,Logistics,401484.18,0.0012,0.2964,22.7095,0.4818,23.4877,0.002158,,,0.0,0.0,,,23.53,synthetic_anonymized_weekly_record,2023-12-18,12,4,51,2023,Winter,Office
